nm_empresa,website_url,query,status,message_pt,works_with_wood,works_with_pine_panel,pine_panel_flag,confidence_wood,confidence_pine_panel,evidence_snippet,materials_summary,item_count_total,item_count_wood_related,item_count_mentions_pinus,run_at,attempts
Sanel - Sao Marcos,https://sanelmoveis.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre painéis de madeira pinus no site da empresa após diversas tentativas. Os links de catálogo e as buscas na web falharam ou foram bloqueadas por CAPTCHAs. O conteúdo da página atual não menciona os termos 'madeira' ou 'pinus'.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Não há informações disponíveis sobre os materiais utilizados pela empresa.,0,0,0,2026-01-26T17:44:53.798580+00:00,Navigated to https://sanelmoveis.com.br/; Clicked 'CATÁLOGOS' link (sidebar) - led to empty page.; Navigated back.; Clicked 'CATÁLOGOS' link (footer) - element not available.; Searched DuckDuckGo for 'painel de madeira pinus' - error page.; Searched DuckDuckGo for 'Sanel Moveis painel de madeira pinus' - error page.; Searched Google for 'Sanel Moveis painel de madeira pinus' - CAPTCHA page.; Attempted to solve CAPTCHA on Google - failed.; Navigated back to https://sanelmoveis.com.br/; Scrolled down 1600px.; Extracted text from page - no mentions of 'madeira' or 'pinus'.
Agm Operadora Portuaria Ltda - Rio Grande,http://www.agmoperadora.com.br/rg/index.php,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre painéis de madeira ou painéis de madeira de pinus no site da empresa após navegação e rolagem extensivas.,unknown,unknown,0,30,35,O site da Agm Operadora Portuaria Ltda - Rio Grande não exibe informações sobre produtos de madeira ou painéis de madeira de pinus.,Nenhuma informação sobre materiais foi encontrada.,0,0,0,2026-01-26T17:45:00.435497+00:00,Navigated to http://www.agmoperadora.com.br/rg/index.php; Clicked 'Escolher outra unidade de operação'; Selected 'Rio Grande/RS'; Clicked 'Entrar'; Scrolled down multiple times on the main dashboard page.
Moveis Rodial Ltda - Lagoa Vermelha,https://www.rodial.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre painéis de madeira ou painéis de madeira de pinus no site da empresa após extensa navegação e tentativas de busca.,unknown,unknown,0,30,35,"Nenhuma informação sobre produtos feitos de madeira ou painéis de madeira de pinus foi encontrada nas páginas exploradas (Produtos, Catálogo).",Nenhuma informação sobre materiais foi encontrada.,0,0,0,2026-01-26T17:46:11.772614+00:00,"Navigated to https://www.rodial.com.br/; Clicked on 'Produtos' and explored dropdown menus.; Scrolled down the page multiple times on the homepage.; Clicked on 'Produtos' again, leading to the 'Catálogo' page.; Scrolled down the 'Catálogo' page.; Attempted Google search for 'Moveis Rodial Ltda - Lagoa Vermelha' but was blocked by CAPTCHA.; Returned to Rodial website and continued scrolling on 'Catálogo' page."
Grando - Farroupilha,https://www.estofadosgrando.com.br/,wood and pine wood panels,NOT_FOUND,Não foi possível encontrar informações sobre o uso de madeira ou painéis de madeira de pinus no site da empresa ou através de buscas externas devido a erros de navegação e CAPTCHAs.,unknown,unknown,0,30,35,"A página 'Sobre nós' menciona 'cuidadosa seleção de matérias-primas', mas não especifica os tipos de materiais utilizados.","A página 'Sobre nós' menciona uma 'cuidadosa seleção de matérias-primas', mas não especifica os tipos de materiais utilizados.",0,0,0,2026-01-26T17:46:34.774733+00:00,"Navigated to https://www.estofadosgrando.com.br/; Scrolled down to view 'Quem somos' section.; Clicked 'LEIA MAIS' on 'About Us' page.; Extracted content from 'About Us' page.; Attempted to click 'Produtos' link multiple times, failed to navigate.; Clicked 'Home' to reset navigation.; Clicked 'Produtos' again after resetting, failed to navigate.; Searched Google for 'estofadosgrando.com.br products', encountered CAPTCHA.; Searched DuckDuckGo for 'estofadosgrando.com.br wood products', encountered error page."
Obra E Cia - Porto Alegre,https://obraecia.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre produtos de madeira ou painéis de pinus no site. O site parece ser apenas uma página de contato e as tentativas de busca falharam.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,,0,0,0,2026-01-26T17:48:40.613735+00:00,Navigated to https://obraecia.com.br/; Attempted to search for 'painel de madeira pinus' on DuckDuckGo (failed); Navigated back to https://obraecia.com.br/; Scrolled down multiple times on https://obraecia.com.br/; No product information or navigation found.
Moveis Percasa - Bento Goncalves,www.percasa.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível determinar se a empresa trabalha com madeira ou painéis de pinus com base nas informações extraídas. A empresa inicialmente produziu móveis tubulares e 'Carvalho Francês' é listado como uma cor/acabamento.,unknown,unknown,0,30,35,"A Percasa News tem o objetivo de atender o público que busca a otimização de seu espaço, sem abrir mão do design e do bom gosto. Todos os produtos Percasa são desenvolvidos através de processos de alta tecnologia, com rígido controle de qualidade e pré-montagem. A linha News conta com soluções para os mais diversos ambientes, sempre atenta aos acontecimentos do mundo do design e da arquitetura. A Percasa News oferece produtos que primam pela praticidade e organização, para que você possa receber seus amigos e família com o conforto que eles merecem.

Cores Disponíveis
Clique na cor desejada para visualizar.

BRANCO
NARITA
CARVALHO FRANCÊS

O objetivo da Percasa é oferecer móveis de qualidade, com design moderno e funcionalidade, para todos os ambientes da casa. A empresa busca sempre inovar em seus produtos, utilizando materiais de alta tecnologia e processos de produção eficientes. A linha News conta com soluções para os mais diversos ambientes, sempre atenta aos acontecimentos do mundo do design e da arquitetura. A Percasa News oferece produtos que primam pela praticidade e organização, para que você possa receber seus amigos e família com o conforto que eles merecem.

Histórico:
* A empresa inicialmente produziu ""móveis tubulares"" (tubular furniture).
* No other specific wood types or materials are explicitly mentioned for the products.","A empresa produziu móveis tubulares. 'Carvalho Francês' é uma cor/acabamento, não um material explícito de madeira. Nenhuma menção a madeira ou painel de pinus foi encontrada.",0,0,0,2026-01-26T17:49:26.421795+00:00,Navigated to www.percasa.com.br; Clicked on 'Produtos'; Scrolled down twice; Extracted product information from the page
Mecal Materiais De Construcao Ltda - Serafina Correa,mecal.com.br,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar informações sobre produtos de madeira ou painéis de pinus no site mecal.com.br, pois o site está vazio. Tentativas de busca externa também foram bloqueadas por medidas de segurança.",unknown,unknown,0,30,35,O site mecal.com.br está vazio e não contém informações sobre produtos ou materiais.,Não foi possível determinar os materiais devido à indisponibilidade de informações.,0,0,0,2026-01-26T17:50:32.709535+00:00,Navigated to https://mecal.com.br/ after bypassing certificate error.; Scrolled down the page.; Attempted search on DuckDuckGo for 'Mecal Materiais De Construcao Ltda - Serafina Correa painel de madeira pinus' - failed due to error.; Attempted search on Google for 'Mecal Materiais De Construcao Ltda - Serafina Correa painel de madeira pinus' - failed due to reCAPTCHA.; Navigated directly to https://mecal.com.br/ again.; Used extract tool on https://mecal.com.br/ - returned empty content.
Sandrin,https://www.sandrin.com.br/,painel de madeira pinus,NOT_FOUND,"As informações sobre o uso de madeira e painéis de pinus não foram encontradas no site da empresa, nem no catálogo acessado.",unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Não foi possível determinar se a empresa trabalha com madeira ou painéis de pinus.,0,0,0,2026-01-26T17:51:21.918124+00:00,"Visited https://www.sandrin.com.br/; Clicked on menu button [1049]; Clicked on 'Catalogo Sandrin' [1137]; Extracted content from PDF catalog - no relevant info; Scrolled down PDF page; Navigated back to main page; Switched to main tab CBD7, closed PDF tab 54B1; Scrolled down main page; Attempted to read downloaded PDF - file not found; Scrolled down main page; Scrolled down main page; Scrolled down main page; Scrolled down main page; Scrolled down main page; Scrolled down main page; Scrolled down main page; Scrolled down main page; Scrolled down main page; Scrolled down main page; Scrolled down main page; Scrolled down main page; Clicked on 'Cozinhas'; Extracted information from 'Cozinhas' page - no relevant info"
Formatto Construcao & Acabamentos - Santo Angelo,https://formatto.ca/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre painéis de madeira pinus no site da empresa após várias tentativas de navegação e busca. A busca foi bloqueada por um CAPTCHA e a navegação direta não revelou os produtos desejados.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Não foram encontrados detalhes sobre os materiais utilizados pela empresa.,0,0,0,2026-01-26T17:53:00.324782+00:00,"Navigated to https://formatto.ca/; Clicked on 'SOBRE A FORMATTO'; Extracted text from 'SOBRE A FORMATTO' page - no relevant info; Clicked on 'NOSSAS LOJAS'; Scrolled down 'NOSSAS LOJAS' page; Scrolled down 'NOSSAS LOJAS' page again; Clicked on 'NOSSAS MARCAS' (failed, element not available); Searched Duckduckgo for 'painel de madeira pinus'; Encountered CAPTCHA, attempted to solve by clicking 'Enviar'; Encountered CAPTCHA, attempted to solve by clicking 'Enviar' again; Encountered CAPTCHA, attempted to solve by clicking 'Tentar novamente' (failed); Navigated back to https://formatto.ca/; Scrolled down homepage; Scrolled down homepage again; Scrolled down homepage a third time"
Layout Moveis Para Escritorio Ltda - Caxias do Sul,https://www.layout.ind.br/,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar informações sobre o uso de madeira e painéis de madeira de pinus no site da empresa. As tentativas de download de catálogos falharam devido a problemas no nome do arquivo, e a extração de informações das páginas acessadas não retornou os dados desejados.",unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Informações sobre materiais não encontradas.,0,0,0,2026-01-26T17:54:01.823832+00:00,Navigated to https://www.layout.ind.br/; Clicked on 'Mobiliários'; Scrolled down the page; Clicked on 'Fazer download' for 'LINHA DE ASSENTOS'; Clicked on 'Fazer download' for 'LINHA DE MOBILIÁRIO'; Scrolled down the page; Attempted to read downloaded PDF (failed due to filename); Attempted to read downloaded PDF again (failed due to filename); Attempted to read downloaded PDF again with corrected path (failed due to filename); Extracted information from 'Catálogos' page (no material details found); Navigated to 'Catálogos' page; Extracted information from 'Catálogos' page (no material details found)
Tecnomobili,https://tecnomobili.ind.br/pt/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o uso de madeira ou painéis de pinus nos produtos listados na página 'Linha Office'. As tentativas de acessar a seção principal de 'Produtos' falharam.,unknown,unknown,0,30,35,Nenhuma menção a madeira ou painéis de pinus foi encontrada nas páginas de produtos acessadas.,Nenhuma informação sobre materiais foi encontrada.,22,0,0,2026-01-26T17:54:09.382198+00:00,Navigated to https://tecnomobili.ind.br/pt/; Attempted to click 'Produtos' (index 77) - failed.; Navigated back.; Scrolled down homepage.; Clicked 'Linha Office'.; Scrolled down 'Linha Office' page multiple times.; Extracted product names from 'Linha Office' page.
Anc Comercio De Imoveis E Servicos Ltda - Caxias do Sul,https://novo.ancurbanizadora.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o trabalho com madeira ou painéis de pinus no site da empresa.,unknown,unknown,0,30,35,Nenhuma evidência encontrada no site.,Informações sobre materiais não encontradas.,0,0,0,2026-01-26T17:54:38.717078+00:00,Navigated to https://novo.ancurbanizadora.com.br; Explored 'EMPREENDIMENTOS' section; Scrolled down the page; Initiated contact via WhatsApp
Piscinas Hidrotec Ltda. - Santa Rosa,https://hidrotecpiscinas.com.br/,painel de madeira pinus,ERROR,Não foi possível completar a tarefa devido a CAPTCHAs persistentes que impediram o acesso aos resultados da pesquisa.,unknown,unknown,0,30,35,"A busca por informações sobre o uso de madeira e painéis de pinus foi bloqueada por CAPTCHAs no Google e DuckDuckGo, impedindo a coleta de dados.",Nenhuma informação sobre o uso de madeira ou painéis de pinus foi encontrada devido a bloqueios de CAPTCHA.,0,0,0,2026-01-26T17:57:17.870566+00:00,Navigated to https://hidrotecpiscinas.com.br/; Accepted cookies.; Explored 'Soluções' menu by scrolling.; Searched DuckDuckGo for 'painel de madeira pinus' - blocked by CAPTCHA.; Attempted to solve DuckDuckGo CAPTCHA.; Searched Google for 'Piscinas Hidrotec Ltda. - Santa Rosa' - blocked by CAPTCHA.; Attempted to interact with 'Não sou um robô' checkbox on Google CAPTCHA page - element not found.
Caderode Moveis Para Escritorio Ltda - Flores da Cunha,https://caderode.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o trabalho com madeira ou painéis de pinus no site.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Não foram encontrados materiais específicos como madeira ou painel de pinus.,0,0,0,2026-01-26T17:57:28.978289+00:00,Navigated to https://caderode.com.br/; Accepted cookies; Clicked on 'Produtos'; Scrolled down multiple times; Extracted content from the page multiple times
Movelbento Ltda - Bento Goncalves,https://movelbento.com.br/,painel de madeira pinus,ERROR,"Não foi possível encontrar informações sobre o uso de madeira e painéis de madeira pinus pela empresa devido a problemas de interação com o site, como pop-ups persistentes e falhas na navegação. Tentativas de extração e busca externa também falharam.",unknown,unknown,0,30,35,Não há evidências disponíveis devido a falhas na navegação e interação com o site.,Não foi possível determinar os materiais utilizados pela empresa.,0,0,0,2026-01-26T17:59:01.909051+00:00,Navigated to https://movelbento.com.br/; Accepted cookies; Attempted to navigate to 'Produtos'; Waited for page load; Attempted to close pop-up multiple times; Scrolled down page; Extracted from homepage (no relevant info); Performed Google search (query too long error); Navigated back to homepage; Scrolled down page again; Extracted from homepage again (no relevant info)
Mfsul - Erechim,https://mfsul.com.br/,painel de madeira pinus,NOT_FOUND,Nenhum resultado encontrado para 'painel de madeira pinus'.,unknown,unknown,0,30,35,Não encontramos nenhum resultado...,Unknown,0,0,0,2026-01-26T17:59:41.623044+00:00,Searched for 'painel de madeira pinus' on mfsul.com.br
Moveis Thb - Camaqua,https://www.moveisthb.com.br/,painel de madeira pinus,NOT_FOUND,Nenhum produto encontrado para a busca 'painel de madeira pinus'.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,,0,0,0,2026-01-26T17:59:42.686192+00:00,"Searched for 'painel de madeira pinus' and scrolled the page, but no results were found."
Universum Do Brasil Industria Moveleira Ltda - Antonio Prado,https://www.universum.com.br/comprar,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar produtos relacionados a painéis de madeira ou pinus na página 'Comprar' após múltiplas tentativas de rolagem. A página exibe um formulário para lojistas e links de navegação, mas nenhuma listagem de produtos é visível.",unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Informações sobre materiais não encontradas.,0,0,0,2026-01-26T18:00:43.825931+00:00,Navigated to https://www.universum.com.br/comprar.; Accepted cookies.; Scrolled down 1600px.; Scrolled down 0.5 pages.; Scrolled down 0.5 pages.; Scrolled down 0.5 pages.
Sheldon Moveis Ltda - Flores da Cunha,http://sheldonmoveis.com.br/,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar informações sobre os materiais dos produtos, especificamente madeira e painéis de pinus, nas páginas de listagem de produtos. Clicar em subcategorias levou a páginas vazias.",unknown,unknown,0,30,35,As páginas de listagem de produtos e categorias não contêm detalhes sobre os materiais utilizados.,As informações sobre os materiais utilizados nos produtos não estão disponíveis nas páginas de listagem.,0,0,0,2026-01-26T18:03:24.490352+00:00,Navigated to http://sheldonmoveis.com.br/; Clicked 'Todos' link; Extracted product categories (no material info); Clicked 'Aparadores' (empty page); Navigated back; Clicked 'Todos' link again; Extracted product categories again (no material info)
Memor Design Brasileiro - Bento Goncalves,www.memor.com.br,painel de madeira pinus,NOT_FOUND,O site da empresa está em construção e o perfil do Instagram não contém informações sobre produtos de madeira ou painéis de pinus. Não foi possível encontrar as informações solicitadas.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,,0,0,0,2026-01-26T18:04:10.311301+00:00,"Navigated to www.memor.com.br; Visited Instagram profile: https://www.instagram.com/memor_design_brasileiro/; Extracted content from Instagram page, but no product information was found."
Ingecon - Canoas,https://www.ingecon.com.br/,painel de madeira pinus,NOT_FOUND,Informações sobre painéis de madeira pinus não foram encontradas no site.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,,0,0,0,2026-01-26T18:04:57.366627+00:00,Navigated to https://www.ingecon.com.br/; Clicked on 'PORTFÓLIO'; Attempted to click on 'PRODUTOS' (failed with 503 error); Navigated back to Portfolio page; Scrolled down multiple times; Extracted all page text content
Lazz Interni - Garibaldi,https://www.lazzinterni.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o uso de madeira ou painéis de pinus no site da Lazz Interni.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,,0,0,0,2026-01-26T18:06:35.000904+00:00,Navigated to https://www.lazzinterni.com.br; Accepted cookies; Clicked on 'Coleção'; Scrolled down 0.5 pages; Scrolled down 0.5 pages; Scrolled down 1600px; Extracted information from the 'Coleção' page
Prat-K Industria E Comercio De Moveis E Utilidades Ltda - Gramado,https://www.prat-k.com,wood and pine wood panels,NOT_FOUND,"Não foi possível encontrar informações sobre o uso de madeira ou painéis de madeira de pinus no site da Prat-K após múltiplas tentativas, incluindo download de catálogo e buscas na web que foram bloqueadas por CAPTCHA.",unknown,unknown,0,30,35,Nenhuma evidência encontrada.,"Nenhuma informação sobre materiais, especialmente madeira ou painéis de pinus, foi encontrada.",0,0,0,2026-01-26T18:06:44.595855+00:00,Navigated to https://www.prat-k.com; Attempted to download catalog (failed extraction); Searched DuckDuckGo for 'wood and pine wood panels' (blocked by CAPTCHA); Returned to Prat-K website; Scrolled down multiple times on Prat-K website; Failed to resolve CAPTCHA on DuckDuckGo
Artesano Moveis Ltda - Bento Goncalves,https://www.artesano.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre produtos de madeira ou painéis de pinus no site. As tentativas de busca e extração de dados não retornaram resultados relevantes.,unknown,unknown,0,30,35,N/A,N/A,0,0,0,2026-01-26T18:07:52.640977+00:00,Navigated to https://www.artesano.com.br; Accepted cookies; Opened menu; Clicked 'Artesano Home'; Scrolled down; Clicked 'Linha Luna'; Attempted extract on 'Linha Luna' page; Searched for 'painel de madeira'; Searched for 'madeira'
Intercement Brasil S/A - Em Recuperacao Judicial - Pelotas,https://investidores.intercement.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre trabalho com madeira ou painéis de madeira pinus. O site é focado em cimento.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,O site é focado em cimento e não fornece informações sobre outros materiais como madeira ou painéis de madeira pinus.,0,0,0,2026-01-26T18:09:37.080636+00:00,"Navigated to https://investidores.intercement.com.br/; Accepted cookies; Opened sitemap; Extracted sitemap links; Analyzed sitemap links for keywords 'wood', 'pine', 'painel de madeira pinus'"
Di Fratelli Industria De Moveis Ltda. - Flores da Cunha,https://www.difratelli.com.br,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar informações sobre o uso de madeira ou painéis de madeira de pinus no site da empresa após explorar as páginas 'Ambientes', 'Sobre Nós' e a página inicial.",unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Nenhuma informação sobre materiais foi encontrada.,0,0,0,2026-01-26T18:10:10.772804+00:00,Visited https://www.difratelli.com.br; Navigated to 'Ambientes' page; Scrolled down 'Ambientes' page; Extracted content from 'Ambientes' page (no wood/pine mentions); Navigated to 'Sobre Nós' page; Scrolled extensively on 'Sobre Nós' page; Extracted content from 'Sobre Nós' page (no wood/pine mentions); Attempted to find 'Produtos' or 'Catálogo' link by scrolling up/down on homepage and 'Sobre Nós' page.
Redsplay - Barao,https://redsplay.com.br/,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar informações sobre o trabalho da empresa com madeira ou painéis de madeira de pinus. As tentativas de extrair dados do portfólio, da página 'A REDSPLAY' e do catálogo baixado não retornaram resultados relevantes. Uma busca no Google foi bloqueada por CAPTCHA.",unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Nenhuma informação sobre materiais foi encontrada.,0,0,0,2026-01-26T18:10:38.465382+00:00,Navigated to https://redsplay.com.br/; Clicked on 'PORTFOLIO'; Scrolled down portfolio page; Accepted cookies; Scrolled down portfolio page further; Attempted to download catalog; Failed to read downloaded catalog; Attempted Google search for 'Redsplay - Barao' (blocked by CAPTCHA); Navigated back to Redsplay website; Navigated to 'A REDSPLAY' page; Scrolled down 'A REDSPLAY' page; Extracted content from 'A REDSPLAY' page
Gim Empreendimentos Ltda - Gravatai,https://gimgravatai.com.br/,painel de madeira pinus,NOT_FOUND,O site é de uma imobiliária e não contém informações sobre painéis de madeira ou painéis de pinus.,unknown,unknown,0,30,35,"O site Gim Gravatai é focado em imóveis para venda e aluguel, não em materiais de construção.",Não foram encontradas informações sobre materiais no site.,0,0,0,2026-01-26T18:10:59.270402+00:00,Navigated to https://gimgravatai.com.br/; Accepted cookies; Scrolled down 0.5 pages; Scrolled down 0.5 pages; Scrolled down 0.5 pages; Scrolled down 0.5 pages
Ditalia Producao E Logistica Ltda - Monte Belo do Sul,https://www.ditalia.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o trabalho com madeira ou painéis de madeira pinus nas páginas visíveis.,unknown,unknown,0,30,35,"Nenhuma evidência direta encontrada nas categorias de produtos visíveis: Cozinha, Sala de Jantar, Sala de Estar, Quarto, Área de Serviço, Banheiro, Escritório.",As categorias de produtos visíveis não mencionam explicitamente madeira ou painéis de pinus.,0,0,0,2026-01-26T18:12:04.156196+00:00,Navigated to https://www.ditalia.com.br/; Clicked on 'Produtos'; Scrolled down 4 times on the 'Produtos' page.
Quidita Moveis Ltda - Bento Goncalves,quiditamoveis.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o uso de madeira ou painéis de pinus nos produtos listados na página de Racks.,unknown,unknown,0,30,35,"No specific materials are mentioned for the products.
There are no mentions of wood or pine in the provided text.",Não foram encontrados detalhes sobre os materiais utilizados nos produtos da categoria Racks.,8,0,0,2026-01-26T18:13:12.094196+00:00,Navigated to https://www.quiditamoveis.com.br/produtos/7/racks; Extracted product names and materials from the Racks page.; No mention of wood or pine was found.
Grupo K1 S.A. - Bom Principio,https://www.grupok1.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o trabalho com madeira e painéis de madeira de pinus no site da empresa.,unknown,unknown,0,30,35,"As marcas listadas são: Grupo K1, Kappesberg, Uz Utilidades (UZ), Idélli Ambientes (Idelli), Bartzen, Siamo Casa. Não foram encontradas descrições específicas sobre materiais como madeira ou painéis de madeira de pinus.","A empresa atua no segmento de móveis e utilidades, com marcas como Kappesberg, Uz Utilidades, Idélli Ambientes, Bartzen e Siamo Casa. Não há informações explícitas sobre o uso de madeira ou painéis de pinus.",0,0,0,2026-01-26T18:14:41.091529+00:00,Navigated to Grupo K1 website.; Accepted cookie consent.; Scrolled down the page multiple times.; Explored 'NOSSAS MARCAS' section.; Extracted text content from the 'NOSSAS MARCAS' page.; Did not find specific information about wood or pine wood panels.
Bartz Moveis Ltda - Camaqua,https://www.bartzmoveis.com.br,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar informações sobre o uso de madeira ou painéis de pinus nos produtos da empresa após explorar diversas seções do site, incluindo 'Ambientes' e 'A Bartz'.",unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Não foram encontradas informações específicas sobre os materiais utilizados nos produtos da empresa.,0,0,0,2026-01-26T18:17:18.544571+00:00,"Navigated to https://www.bartzmoveis.com.br; Explored 'Ambientes' -> 'Cozinhas', 'Dormitórios', 'Home Theathers', 'Salas', 'Banheiros', 'Lavanderias', 'Áreas Gourmet'; Explored 'Lojas'; Explored 'A Bartz'"
Irm Industria E Comercio De Moveis Ltda - Lagoa Vermelha,http://www.irm.ind.br/linha-cozinhas,painel de madeira pinus,NOT_FOUND,Não foram encontradas informações sobre o uso de madeira ou painéis de pinus nesta página após rolagem extensiva.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Nenhuma informação sobre materiais foi encontrada.,0,0,0,2026-01-26T18:20:20.930442+00:00,Navigated to http://www.irm.ind.br/linha-cozinhas; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px
Enjoy - Flores da Cunha,https://www.enjoymoveis.com.br,painel de madeira pinus,ERROR,Falha ao extrair dados devido a sobrecarga do servidor (503 UNAVAILABLE). Não foi possível determinar se a empresa trabalha com madeira ou painéis de madeira de pinus.,unknown,unknown,0,30,35,Não foi possível coletar evidências devido a falhas na extração.,Não foi possível extrair informações sobre os materiais.,0,0,0,2026-01-26T18:21:46.200704+00:00,"Navegou para a página de produtos.; Aceitou os cookies.; Rolou a página várias vezes.; Tentou extrair dados do produto 8 vezes, mas todas falharam com erro 503 UNAVAILABLE."
Redemac Trevo - Charqueadas,https://www.redemactrevo.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre painéis de madeira pinus no site da empresa ou através de buscas. O site parece ser uma página de apresentação sem detalhes de produtos.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Nenhuma informação sobre materiais foi encontrada.,0,0,0,2026-01-26T18:28:34.499831+00:00,Searched Duckduckgo for 'painel de madeira pinus Redemac Trevo - Charqueadas'; Attempted to solve CAPTCHA; Navigated directly to https://www.redemactrevo.com.br/
Moveis Bentec Ltda - Bento Goncalves,https://bentec.com.br/pt/,painel de madeira pinus,FOUND,Informações sobre madeira e painéis de pinus não encontradas explicitamente na seção de painéis. É necessário investigar outras seções ou concluir a busca.,unknown,unknown,0,30,35,"Com traços únicos e acabamento artesanal, os painéis, muxarabis e cobogós expressam a excelência dos móveis personalizados, revelando sofisticação, fluidez e funcionalidade em cada ambiente.","A página de painéis menciona acabamento artesanal e móveis personalizados, mas não especifica o uso de madeira ou painéis de pinus. A análise do conteúdo extraído sugere que a empresa trabalha com painéis, mas o material específico (madeira, pinus) não é claramente indicado nesta seção.",0,0,0,2026-01-26T18:29:44.206261+00:00,Navigated to https://bentec.com.br/pt/linha-residencial/paineis/; Accepted cookies.; Scrolled down the page.; Extracted text content from the page.; Analyzed extracted content from extracted_content_0.md.
Moveis Caloma Ltda - Novo Hamburgo,http://moveiscaloma.com.br/,painel de madeira pinus,NOT_FOUND,Não foram encontrados materiais específicos de madeira ou painéis de pinus nesta página. Os produtos listados são linhas de móveis sem detalhes de material.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,No information about wood or pine panels was found.,4,0,0,2026-01-26T18:33:37.141022+00:00,Navigated to http://moveiscaloma.com.br/; Clicked on 'PRODUTOS'; Scrolled down the page; Extracted text content from the products page
Nova Mobile,http://www.novamobile.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível determinar se a empresa trabalha com madeira ou painéis de madeira pinus. O catálogo PDF não pôde ser acessado e as informações sobre materiais não estão disponíveis no site.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Informações sobre materiais não encontradas.,0,0,0,2026-01-26T18:34:48.352051+00:00,Navigated to http://www.novamobile.com.br; Clicked 'Toggle navigation'; Clicked 'CATÁLOGO'; Switched to tab 24D2; Attempted to read catalogo.pdf (failed); Navigated back; Navigated back; Clicked 'ver mais' under DORMITÓRIOS; Scrolled down multiple times; Clicked 'SOBRE'; Extracted information from 'SOBRE' page (no relevant data)
Comercial Hidrosul Ltda - Pelotas,https://hidrosul.com,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre produtos de madeira ou painéis de madeira pinus no site.,unknown,unknown,0,30,35,Nenhum trecho relevante encontrado.,Não foram encontrados detalhes sobre os materiais utilizados pela empresa.,0,0,0,2026-01-26T18:35:41.173379+00:00,Navigated to https://hidrosul.com; Accepted cookies; Scrolled down multiple times; Scrolled up multiple times; Attempted to click hamburger menu (failed)
