nome_empresa,url_site,consulta,status_execucao,mensagem_pt,trabalha_com_madeira,trabalha_com_painel_pinus,flag_painel_pinus,confianca_madeira,confianca_painel_pinus,trecho_evidencia,resumo_materiais,qtde_itens_total,qtde_itens_madeira,qtde_itens_menciona_pinus,data_coleta,tentativas,nome_empresa_limpa,nm_mun,nm_uf,nu_latitude,nu_longitude
Fort Lar Materiais De Construcao Ltda - Nova Trento,https://fortlar.net/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre painéis de madeira ou pinus no site.,unknown,no,0,30,5,Nenhuma evidência encontrada sobre produtos de madeira ou pinus.,"O site lista materiais de construção, elétrica e hidráulica, mas não especifica produtos de madeira ou painéis de pinus.",0,0,0,2026-01-15T13:44:35.338809+00:00,"Navigated to https://fortlar.net/; Scrolled down multiple times; Clicked on SERVIÇOS; Explored SERVIÇOS section (Materiais de Construção, Elétrica, Hidráulica); Returned to homepage; Scrolled down homepage content",Fort Lar Materiais De Construcao Ltda,NOVA TRENTO,Santa Catarina,-27.28777117,-48.92579543
Bertazoli Industria De Moveis Ltda - Rio do Oeste,https://bertazoli.com.br,painel de madeira pinus,NOT_FOUND,Nenhum produto com madeira ou painel de pinus foi encontrado.,no,no,0,5,5,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Nenhum material foi especificado para os produtos listados.,12,0,0,2026-01-15T12:21:45.465469+00:00,Navigated to https://bertazoli.com.br/produtos/; Scrolled down to view more products.; Extracted product information from the current page.,Bertazoli Industria De Moveis Ltda,RIO DO OESTE,Santa Catarina,-27.19116652,-49.80286222
Pasetto Comercio E Transportes Ltda - Criciuma,https://pasetto.net/,painel de madeira pinus,NOT_FOUND,"A empresa é especializada em transporte de produtos químicos perigosos e não perigosos, não havendo indícios de trabalho com madeira ou painéis de pinus.",no,no,0,5,5,"A Pasetto é uma transportadora de cargas com especialidade em produtos químicos perigosos e não perigosos, localizada em Itajaí – Santa Catarina há mais de 20 anos...",Transporte de produtos químicos perigosos e não perigosos.,0,0,0,2026-01-15T12:22:41.076998+00:00,Navigated to https://pasetto.net/ and reviewed the company description.,Pasetto Comercio E Transportes Ltda,CRICIUMA,Santa Catarina,-28.67357225,-49.36593956
Moveis Sao Joao Ltda - Taio,https://www.saojoao.ind.br/,madeira,FOUND,A empresa não parece trabalhar com madeira ou painéis de madeira pinus com base nos produtos listados.,no,no,0,5,5,"The following products were found:

*   **Product Name:** NICHO MDP 12
    *   **Category:** Nicho
    *   **Materials:** MDP
    *   **Wood-related:** Yes
    *   **Mentions 'Pinus' or 'pine':** No
*   **Product Name:** NICHO MDP 25
    *   **Category:** Nicho
    *   **Materials:** MDP
    *   **Wood-related:** Yes
    *   **Mentions 'Pinus' or 'pine':** No
*   **Product Name:** NICHO SINTÉTICO
    *   **Category:** Nicho
    *   **Materials:** Sintético
    *   **Wood-related:** No
    *   **Mentions 'Pinus' or 'pine':** No",Os produtos listados são feitos de MDP e material sintético.,3,2,0,2026-01-15T12:26:07.643878+00:00,Navigated to https://www.saojoao.ind.br/; Clicked on 'Produtos'; Searched for 'madeira'; Clicked on 'Todos'; Extracted product information from the products page.,Moveis Sao Joao Ltda,TAIO,Santa Catarina,-27.1179373,-50.00509646
Bigolin Materiais De Constrcao - Chapeco,https://www.bigolinmateriais.com.br/,painel de madeira pinus,NOT_FOUND,Nenhum produto relacionado a madeira ou painel de pinus foi encontrado. A empresa pode não trabalhar com esses materiais.,no,no,0,5,5,"A busca por 'painel de madeira pinus' retornou produtos como pisos cerâmicos, caixas d'água de polietileno, fitas veda rosca, vergalhões de ferro e outros materiais não relacionados a madeira. Nenhum produto com menção a madeira ou pinus foi encontrado.","Ceramic, Polietileno, PTFE, Ferro, Metal, Cinza, Cromado, Epóxi",0,0,0,2026-01-15T12:28:39.239861+00:00,"Navigated to https://www.bigolinmateriais.com.br/; Searched for 'painel de madeira pinus'; Attempted to close modal using various methods (button clicks, Escape key, scrolling); Refreshed the page; Navigated to https://www.bigolinmateriais.com.br/busca/painel-de-madeira-pinus; Extracted product listings from the search results page.",Bigolin Materiais De Constrcao,CHAPECO,Santa Catarina,-27.10683702,-52.61703111
7Ball Esporte E Lazer - Tubarao,https://www.7ball.com.br,painel de madeira pinus,NOT_FOUND,Nenhuma categoria de produto relacionada a madeira ou painéis de pinus foi encontrada.,no,no,0,5,5,"As categorias de produtos visíveis incluem Sinuca, Jantar & Sinuca, Carteado, Pebolim, Tênis de Mesa, Futmesa, Air Hockey, Decor, Acessórios, Serviços, Lojas, Corporativo, A 7ball, A Reebok, Especificador, Contato. Nenhuma destas categorias sugere produtos de madeira.","A empresa vende equipamentos esportivos e de lazer, como mesas de sinuca, equipamentos de ginástica e acessórios. Não há menção a produtos de madeira ou painéis de pinus.",0,0,0,2026-01-15T12:30:45.688005+00:00,Navigated to https://www.7ball.com.br; Opened 'Produtos' menu; Scrolled down multiple times to reveal product categories,7Ball Esporte E Lazer,TUBARAO,Santa Catarina,-28.48003395,-49.00526808
Jota Jota Materiais Eletricos - Sao Jose,https://jotajota.net.br/,painel de madeira pinus,NOT_FOUND,A empresa não parece trabalhar com produtos de madeira ou painéis de pinus. O portfólio foca em iluminação.,no,no,0,5,5,O portfólio da empresa exibe principalmente projetos de iluminação e materiais elétricos e hidráulicos. Não foram encontrados produtos de madeira ou painéis de pinus no site.,"A empresa lida com materiais elétricos, hidráulicos e de iluminação. Não há menção de produtos de madeira.",0,0,0,2026-01-15T12:32:38.354492+00:00,Visited https://jotajota.net.br/; Navigated to 'Portfólio' section; Scrolled down the page twice,Jota Jota Materiais Eletricos,SAO JOSE,Santa Catarina,-27.59031208,-48.61602272
Souto Construções - Tijucas,https://soutoeng.com.br/,painel de madeira pinus,NOT_FOUND,A empresa foca em estruturas metálicas e aço galvanizado. Não há menção de trabalho com madeira ou painéis de pinus.,no,no,0,5,5,"A SoutoEng oferece um sistema robusto e de fácil montagem para suas estruturas, utilizando conexões parafusadas e aço galvanizado, garantindo resistência e praticidade.","Aço galvanizado, perfis metálicos.",0,0,0,2026-01-15T12:38:12.071689+00:00,Navigated to https://soutoeng.com.br/; Scrolled down the page.; Extracted page content.; Analyzed content for mentions of wood and pine panels.,Souto Construções,TIJUCAS,Santa Catarina,-27.23945361,-48.63207056
Giracor Textil Ltda,https://www.giracor.com.br/,painel de madeira pinus,NOT_FOUND,"A empresa não trabalha com madeira ou painéis de pinus, focando em fibras têxteis naturais e sintéticas.",no,no,0,5,5,"Materials:
*   All compositions of natural and synthetic fibers.
*   Fabrics with elastane.","Fibras têxteis naturais e sintéticas, tecidos com elastano.",0,0,0,2026-01-15T12:38:55.350174+00:00,Navigated to https://www.giracor.com.br/; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Extracted page content,Giracor Textil Ltda,,,,
Bioenergy - Correia Pinto,http://www.bioenergy.ind.br,painel de madeira pinus,NOT_FOUND,A empresa não parece comercializar produtos de madeira ou painéis de madeira de pinus.,no,no,0,5,5,A Bioenergy Geração de Energia oferece soluções em energia renovável e gestão de energia diversificada. Não há menção a produtos de madeira ou painéis de pinus no site.,"A empresa foca em geração de energia renovável, não em produtos de madeira.",0,0,0,2026-01-15T12:41:25.332400+00:00,Navigated to http://www.bioenergy.ind.br; Accepted cookies; Clicked on 'NEGÓCIOS'; Scrolled down twice,Bioenergy,CORREIA PINTO,Santa Catarina,-27.58480834,-50.36376055
Bioter Protecao Ambiental Ltda - Chapeco,https://www.bioter.com.br/,painel de madeira pinus,NOT_FOUND,"A empresa não parece trabalhar com madeira ou painéis de madeira pinus, com base nas informações disponíveis nas páginas 'Soluções' e 'Empresa'. O portfólio foca em soluções ambientais para o agronegócio.",no,no,0,5,5,"Nosso portfólio é amplo e robusto: biodigestores de mistura completa e CSTR, cisternas estruturadas e infladas, reservatórios em PEAD, lagoas de estabilização, lagoas ornamentais, estações de tratamento de água (ETA), trituradores e sanitizadores de carcaça, tanques para piscicultura e soluções para aterros sanitários. Cada solução é pensada sob medida, com base nas necessidades do cliente, nas boas práticas ambientais e na experiência de quem está há mais de duas décadas no campo.","O portfólio da Bioter inclui biodigestores, cisternas, reservatórios, lagoas, estações de tratamento de água, trituradores e sanitizadores de carcaça, e tanques para piscicultura. Nenhum desses produtos é relacionado a madeira.",0,0,0,2026-01-15T12:48:51.351393+00:00,Navigated to https://www.bioter.com.br/; Scrolled down multiple times on homepage.; Navigated to 'Soluções' page.; Scrolled down multiple times on 'Soluções' page.; Navigated to 'Empresa' page.,Bioter Protecao Ambiental Ltda,CHAPECO,Santa Catarina,-27.10683702,-52.61703111
Moveis Agardi - Ararangua,http://darabasagardi.com.br/,painel de madeira pinus,NOT_FOUND,A empresa utiliza MDF para seus móveis e não menciona produtos feitos de madeira ou painéis de madeira de pinus.,no,no,0,5,5,A Darabas Agardi é uma empresa nacional de móveis para cozinha e banheiros em MDF.,MDF,0,0,0,2026-01-15T12:51:19.612919+00:00,Navigated to http://darabasagardi.com.br/; Scrolled to text: EMPRESA; Scrolled down 1600px; Scrolled down 1600px; Extracted all page content,Moveis Agardi,ARARANGUA,Santa Catarina,-28.93575201,-49.48096652
Mr Exportadora - Itajai,https://mrimportadora.com.br/,painel de madeira pinus,NOT_FOUND,A empresa não parece trabalhar com madeira ou painéis de madeira pinus. Os produtos listados são todos plásticos.,no,no,0,5,5,"Atualmente contamos com duas categorias de importação, sempre seguindo os mais rigorosos controles de qualidade e em parceria com fornecedores renomados do mercado. A MR Importadora prioriza a lucratividade dos parceiros em cada etapa de seu processo comercial Nosso compromisso com a eficiência e personalização no serviço de importação se alinha à nossa visão de criar oportunidades lucrativas para nossos parceiros e clientes. PP | Polipropilenos PET | Polietileno Tereftalato PEBDL | Polietileno de Baixa Densidade Linear PEBD | Polietileno de Baixa Densidade PEAD | Polietileno de Alta Densidade","Plásticos (Polipropilenos, Polietileno Tereftalato, Polietileno de Baixa Densidade Linear, Polietileno de Baixa Densidade, Polietileno de Alta Densidade).",0,0,0,2026-01-15T12:57:38.612254+00:00,"Navigated to https://mrimportadora.com.br/; Clicked on 'Produtos'; Analyzed product categories: PP | Polipropilenos, PET | Polietileno Tereftalato, PEBDL | Polietileno de Baixa Densidade Linear, PEBD | Polietileno de Baixa Densidade, PEAD | Polietileno de Alta Densidade.",Mr Exportadora,ITAJAI,Santa Catarina,-26.90742624,-48.65702321
T Industrial Ltda - Massaranduba,https://tamurabrasil.com,painel de madeira pinus,NOT_FOUND,Nenhuma informação sobre produtos de madeira ou painéis de pinus foi encontrada no site.,no,no,0,5,5,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,"O site foca em transformadores elétricos e sistemas de energia, sem menção a madeira.",0,0,0,2026-01-15T13:01:36.351407+00:00,Navigated to https://tamurabrasil.com; Clicked on 'Produtos' menu; Scrolled down the page; Extracted page content,T Industrial Ltda,MASSARANDUBA,Paraíba,-7.180199471,-35.73751521
T Industrial Ltda - Massaranduba,https://tamurabrasil.com,painel de madeira pinus,NOT_FOUND,Nenhuma informação sobre produtos de madeira ou painéis de pinus foi encontrada no site.,no,no,0,5,5,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,"O site foca em transformadores elétricos e sistemas de energia, sem menção a madeira.",0,0,0,2026-01-15T13:01:36.351407+00:00,Navigated to https://tamurabrasil.com; Clicked on 'Produtos' menu; Scrolled down the page; Extracted page content,T Industrial Ltda,MASSARANDUBA,Santa Catarina,-26.59545801,-48.98874466
Bioter Tecnologia Ambiental Ltda - Palma Sola,https://www.bioter.com.br/,painel de madeira pinus,NOT_FOUND,A empresa não parece trabalhar com madeira ou painéis de madeira pinus. As soluções apresentadas no site são focadas em tecnologia ambiental.,no,no,0,5,5,"As soluções apresentadas no site são: Aterros, Biodigestores, Cisternas, Equipamentos, ETA e Lagoas. Nenhuma delas se refere a produtos de madeira.","O site foca em soluções de tecnologia ambiental, como aterros, biodigestores, cisternas, equipamentos, ETA e lagoas. Não há menção a produtos de madeira.",0,0,0,2026-01-15T13:03:34.754352+00:00,Navigated to https://www.bioter.com.br/; Explored 'Soluções' page by scrolling multiple times.,Bioter Tecnologia Ambiental Ltda,PALMA SOLA,Santa Catarina,-26.34650813,-53.27997725
Cooperativa Agricola Familiar Cooperare - Planalto Alegre,https://ucaf.org.br/,painel de madeira pinus,NOT_FOUND,"A empresa não parece trabalhar com madeira ou painéis de pinus, com base nas informações disponíveis no site.",no,no,0,5,5,"A empresa oferece serviços de assuntos regulatórios, responsabilidade técnica, inspeção de alimentos, acompanhamento técnico a campo, e marketing, todos voltados para o setor agroindustrial e de alimentos. Não há menção a produtos de madeira ou painéis de pinus.","Serviços relacionados à agricultura e indústria alimentícia, como assuntos regulatórios, responsabilidade técnica, inspeção de alimentos, acompanhamento técnico a campo, e marketing.",0,0,0,2026-01-15T13:07:47.488024+00:00,Navigated to https://ucaf.org.br/; Scrolled down 0.5 pages; Clicked 'Nossos serviços'; Scrolled down 0.5 pages; Scrolled down 0.5 pages,Cooperativa Agricola Familiar Cooperare,PLANALTO ALEGRE,Santa Catarina,-27.06945978,-52.86735203
Br10 Agrobusiness Importacao E Exportacao Ltda - Blumenau,https://br10agro.com/,painel de madeira pinus,NOT_FOUND,A empresa não parece comercializar produtos de madeira ou painéis de pinus. As menções a madeira são em contexto de exclusão de impurezas.,no,no,0,5,5,"NO ROCK, GRAVEL, SAND, LARGER PIECES OF WOOD OR ANY PARTICLES THAT ARE HARMFUL TO HUMANS","A empresa comercializa fertilizantes (UREIA N46, POTÁSSIO (KCL), FOSFATO (MAP)), açúcar (AÇÚCAR IC 45), soja (SOJA, FARELO DE SOJA) e milho (MILHO).",0,0,0,2026-01-15T13:09:22.756532+00:00,Navigated to https://br10agro.com/; Clicked on 'PRODUTOS'; Scrolled down the page,Br10 Agrobusiness Importacao E Exportacao Ltda,BLUMENAU,Santa Catarina,-26.91610771,-49.05763088
Sos Encanador - Blumenau,www.brasilencanadores.com.br,painel de madeira pinus,NOT_FOUND,Não foram encontradas informações sobre trabalho com madeira ou painéis de madeira pinus no site fornecido.,no,no,0,5,5,"O site foca em serviços de encanamento e detecção de vazamentos, sem menção a materiais de madeira.","O site lista serviços de encanamento, detecção de vazamentos, desentupimento e reparos hidráulicos. Nenhum material de madeira é mencionado.",0,0,0,2026-01-15T13:09:38.248197+00:00,Accessed www.brasilencanadores.com.br; Navigated to /servicos/; Accepted cookies; Scrolled down page multiple times,Sos Encanador,BLUMENAU,Santa Catarina,-26.91610771,-49.05763088
Gtnh Industria E Comercio De Carvao Ltda - Vargem Bonita,https://www.carvaoecomais.com.br,painel de madeira pinus,NOT_FOUND,"A empresa não trabalha com madeira ou painéis de madeira pinus, conforme as informações encontradas na página de produtos.",no,no,0,5,5,"A página de produtos lista apenas 'CARVÃO TIPO BRIQUETE' e 'MIX DE CARVÃO COM BRIQUETES', sem menção a madeira ou painéis de pinus.","Carvão tipo briquete, mix de carvão com briquetes.",0,0,0,2026-01-15T13:14:24.313576+00:00,Navigated to https://www.carvaoecomais.com.br; Clicked on 'PRODUTOS'; Extracted product information from https://www.carvaoecomais.com.br/produtos,Gtnh Industria E Comercio De Carvao Ltda,VARGEM BONITA,Minas Gerais,-20.32677665,-46.37245698
Gtnh Industria E Comercio De Carvao Ltda - Vargem Bonita,https://www.carvaoecomais.com.br,painel de madeira pinus,NOT_FOUND,"A empresa não trabalha com madeira ou painéis de madeira pinus, conforme as informações encontradas na página de produtos.",no,no,0,5,5,"A página de produtos lista apenas 'CARVÃO TIPO BRIQUETE' e 'MIX DE CARVÃO COM BRIQUETES', sem menção a madeira ou painéis de pinus.","Carvão tipo briquete, mix de carvão com briquetes.",0,0,0,2026-01-15T13:14:24.313576+00:00,Navigated to https://www.carvaoecomais.com.br; Clicked on 'PRODUTOS'; Extracted product information from https://www.carvaoecomais.com.br/produtos,Gtnh Industria E Comercio De Carvao Ltda,VARGEM BONITA,Santa Catarina,-27.0032416,-51.74474018
Habitasul Florestal S.A. - Rio Negrinho,https://habitasul.com.br/,painel de madeira pinus,NOT_FOUND,Não foram encontrados produtos de madeira ou painéis de pinus no site da empresa.,no,no,0,5,5,"O Grupo Habitasul atua no mercado brasileiro desde 1967. Atualmente, temos ampla abrangência de negócios. Estamos presentes em setores fundamentais para o desenvolvimento da economia do País: Negócios Imobiliários, oferecendo soluções inovadoras e sustentáveis em urbanismo integrado; Prestação de Serviços; e Participações em Outros Negócios.","O site foca em Imóveis e Prestação de Serviços, sem menção a produtos de madeira.",0,0,0,2026-01-15T13:19:45.785584+00:00,Navigated to https://habitasul.com.br/; Accepted cookies; Clicked 'Negócios' link; Scrolled down page; Scrolled up page; Clicked 'A Habitasul' link,Habitasul Florestal S.A.,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
Liderar - Sao Bento do Sul,https://lidercarmultimarcas.com/,painel de madeira pinus,NOT_FOUND,A empresa é uma concessionária de veículos e não há informações sobre trabalho com madeira ou painéis de pinus.,no,no,0,5,5,"A Lidercar Multimarcas surgiu em setembro de 2009 com o objetivo de comercializar veículos na cidade de São Bento do Sul/SC. Em março de 2020, a empresa foi vendida a atual gestão no qual viu uma oportunidade de negócio e a concretização de um sonho pessoal.","A empresa atua no ramo de compra, venda, financiamento e troca de veículos.",0,0,0,2026-01-15T13:19:48.840201+00:00,"Searched for 'madeira' on the website, returned 0 vehicles.; Navigated to the 'Empresa' page and reviewed its content.",Liderar,SAO BENTO DO SUL,Santa Catarina,-26.24948542,-49.3869789
Aquagermany Industria E Comercio Ltda - Itajai,https://www.aquagermany.com.br/,painel de madeira pinus,NOT_FOUND,Nenhum produto relacionado a madeira ou painéis de pinus foi encontrado após a navegação e rolagem extensiva da página de produtos.,no,no,0,5,5,"A página exibe principalmente equipamentos para piscicultura, sem menção a produtos de madeira ou painéis de pinus.",Equipamentos para piscicultura,0,0,0,2026-01-15T13:23:32.480592+00:00,Navigated to https://www.aquagermany.com.br/lista_produtos; Scrolled down multiple times on the products page.; Examined visible product names and descriptions.,Aquagermany Industria E Comercio Ltda,ITAJAI,Santa Catarina,-26.90742624,-48.65702321
Cerâmica Lorenzetti,https://www.ceramicalorenzetti.com.br/,painel de madeira pinus,NOT_FOUND,Nenhum produto relacionado a madeira ou painéis de madeira de pinus foi encontrado no site. O site parece focar em produtos cerâmicos.,no,no,0,5,5,A página principal de produtos lista 'Tijolo Cerâmico' e suas variações. Não há categorias ou produtos que mencionem madeira.,O site lista tijolos cerâmicos e telhas. Não há menção de produtos de madeira.,0,0,0,2026-01-15T13:24:28.018218+00:00,Navigated to https://www.ceramicalorenzetti.com.br/; Clicked on 'Produtos'; Scrolled down the page multiple times,Cerâmica Lorenzetti,,,,
New Face - Joinville,https://newfaceinstitute.com.br/,painel de madeira pinus,NOT_FOUND,A empresa não trabalha com produtos de madeira ou painéis de pinus.,no,no,0,5,5,"O New Face Institute é uma instituição de ensino especializada em cursos na área de Harmonização Orofacial com o foco totalmente voltado para médicos, dentistas, biomédicos e farmacêuticos que possuem o desejo de aprimorar as suas técnicas e entregar resultados satisfatórios aos seus pacientes.",A empresa oferece cursos na área de Harmonização Orofacial e não comercializa produtos de madeira.,0,0,0,2026-01-15T13:29:54.488997+00:00,Navigated to https://newfaceinstitute.com.br/; Analyzed homepage content for mentions of wood or pine products.,New Face,JOINVILLE,Santa Catarina,-26.30451765,-48.84940914
Isomarques Isolantes Termicos E Acusticos - Pomerode,https://www.isomarques.com.br,painel de madeira pinus,NOT_FOUND,"A empresa não parece trabalhar com madeira ou painéis de madeira pinus. Os produtos listados são isolantes térmicos e acústicos como lã de vidro, lã de rocha, fibra cerâmica, EPS (isopor) e espumas acústicas.",no,no,0,5,5,"A Isomarques é uma empresa que oferece o que há de melhor em isolamento termoacústico, dispondo ao mercado uma grande variedade de produtos fabricados com o mais rigoroso controle de qualidade. Aqui você encontra tudo em lã de vidro, lã de rocha, dutos flexíveis, fibra cerâmica, EPS (isopor) e muito mais.","Lã de vidro, lã de rocha, dutos flexíveis, fibra cerâmica, EPS (isopor), espumas acústicas.",0,0,0,2026-01-15T13:39:20.342216+00:00,Navigated to https://www.isomarques.com.br; Scrolled down 1600px; Scrolled down 0.5 pages; Scrolled down 0.5 pages; Scrolled down 0.5 pages; Scrolled down 0.5 pages; Attempted to click on footer element 'Produtos' (index 718) - not found; Scrolled down 0.5 pages; Clicked on 'EPS' link; Navigated back; Clicked on 'Fibro-Cerâmica' link; Navigated back; Clicked on 'Lã de Vidro' link; Navigated back; Clicked on 'Lã de Rocha' link; Navigated back; Clicked on 'Subcoberturas' link; Navigated to https://www.isomarques.com.br; Attempted to click on 'Espumas Acústicas' link (index 869) - not found,Isomarques Isolantes Termicos E Acusticos,POMERODE,Santa Catarina,-26.7448264,-49.17419753
Ibt Industria De Moldes Ltda - Joinville,https://www.ibtmoldes.ind.br/,painel de madeira pinus,FOUND,"A empresa não parece trabalhar com madeira ou painéis de madeira pinus, com base nas informações visíveis em seu site.",no,no,0,5,5,"A IBT indústria de moldes fornece soluções completas para o desenvolvimento de peças plásticas e moldes. O amplo portfólio proporciona ao cliente a escolha do processo de fabricação de moldes que gera a melhor relação de custo e beneficio para seu produto, máquina ou equipamento. A IBT dispõe de estrutura interna para teste dos moldes, otimizando o tempo de fabricação, e reduzindo custos para aprovação dos ferramentais.","A empresa se especializa na fabricação de moldes para peças plásticas, utilizando processos como sopro, injeção e termoformagem. Não há menção de trabalho com madeira ou derivados.",0,0,0,2026-01-15T13:42:04.101835+00:00,Navigated to https://www.ibtmoldes.ind.br/; Clicked on 'Produtos'; Scrolled down the page; Extracted page content,Ibt Industria De Moldes Ltda,JOINVILLE,Santa Catarina,-26.30451765,-48.84940914
Jack Importadora E Exportadora Ltda - Sao Cristovao do Sul,https://www.jackbrazil.com.br,painel de madeira pinus,NOT_FOUND,Não foram encontrados produtos ou informações relacionadas a madeira ou painéis de pinus no site.,no,no,0,5,5,O site Jack Brazil comercializa máquinas de costura industriais e não apresenta informações sobre produtos de madeira ou painéis de pinus.,O site é focado em máquinas de costura industriais. Não há menção de materiais de madeira ou painéis de pinus.,0,0,0,2026-01-15T13:44:25.228690+00:00,Navigated to https://www.jackbrazil.com.br; Scrolled down the page; Examined product categories and footer information,Jack Importadora E Exportadora Ltda,SAO CRISTOVAO DO SUL,Santa Catarina,-27.28294667,-50.43462893
Varianthe - Penha,https://varianthe.com.br/,painel de madeira pinus,NOT_FOUND,Não foram encontrados produtos relacionados a madeira ou painéis de madeira pinus no site da empresa.,no,no,0,5,5,"A página de portfólio não contém menções a madeira, pinus ou painéis.",Nenhuma informação sobre madeira ou painéis de madeira pinus foi encontrada.,0,0,0,2026-01-15T13:46:41.185546+00:00,"Navigated to https://varianthe.com.br/; Clicked on 'Produtos'; Scrolled down twice, page showed contact info/empty; Navigated back; Navigated to https://varianthe.com.br/; Clicked on 'Produtos' again; Searched Google for 'produtos site:varianthe.com.br' (CAPTCHA); Searched Bing for 'produtos site:varianthe.com.br' (CAPTCHA); Navigated to https://varianthe.com.br/; Clicked on 'Produtos'; Clicked on 'Portfólio'; Extracted text from 'Portfólio' page",Varianthe,PENHA,Santa Catarina,-26.76886109,-48.64757291
Iforms - Joinville,https://iforms.com.br/,painel de madeira pinus,NOT_FOUND,"A empresa não parece trabalhar com madeira ou painéis de pinus, com base nas informações disponíveis na página de produtos.",no,no,0,5,5,"Os produtos identificados são feitos de EPS (Poliestireno Expandido) e concreto, sem menção a madeira ou pinus.",EPS (Expanded Polystyrene) and concrete.,0,0,0,2026-01-15T13:48:02.105755+00:00,Navigated to https://iforms.com.br/; Clicked on 'Produto' link; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px,Iforms,JOINVILLE,Santa Catarina,-26.30451765,-48.84940914
Prevenfor Solucoes Tecnicas - Icara,https://prevenfor.com.br/,painel de madeira pinus,NOT_FOUND,"A empresa não parece trabalhar com madeira ou painéis de madeira pinus, com base nas informações disponíveis em seu site. O foco principal é em sistemas de prevenção e segurança contra incêndio, utilidades industriais e instalações elétricas.",no,no,0,5,5,"The provided text does not contain any mentions of ""wood"", ""pine"", or ""panels"". The content focuses on fire prevention and safety systems, industrial utilities, and electrical installations.","Foco em sistemas de prevenção e segurança contra incêndio, utilidades industriais e instalações elétricas.",0,0,0,2026-01-15T13:51:03.078720+00:00,Navigated to https://prevenfor.com.br/; Clicked on 'Nossos serviços'; Scrolled down the page; Extracted page content,Prevenfor Solucoes Tecnicas,ICARA,Santa Catarina,-28.70708401,-49.30082258
Vgf Industria E Comercio Ltda - Joinville,vgf.com.br,painel de madeira pinus,NOT_FOUND,Não foram encontradas informações sobre trabalho com madeira ou painéis de pinus no site.,no,no,0,5,5,A VGF atua desde 2004 no mercado de corte e dobra de aço e destaca-se da concorrência pelo prazo de entrega e qualidade. A construção civil e indústria são os principais clientes e a…,"O site foca em corte e dobra de aço e ferro, com serviços para construção civil e indústria.",0,0,0,2026-01-15T13:51:19.444919+00:00,"Navigated to vgf.com.br; Scanned homepage for wood-related products; Examined 'Empresa', 'Serviços', and 'Esprina-fer' sections; Checked footer for product information",Vgf Industria E Comercio Ltda,JOINVILLE,Santa Catarina,-26.30451765,-48.84940914
Benvetex Textil Ltda - Indaial,https://www.benvetex.com.br/,painel de madeira pinus,NOT_FOUND,A empresa não parece trabalhar com produtos de madeira ou painéis de madeira de pinus. O site foca exclusivamente em serviços têxteis.,no,no,0,5,5,"O site detalha serviços como 'Estamparia Rotativa', 'Tinturaria', 'Laboratório' e 'Acabamentos', todos relacionados à indústria têxtil. Não há menção a materiais de madeira.","A empresa oferece serviços têxteis como tingimento, estamparia e acabamentos. Não há menção a madeira ou derivados.",0,0,0,2026-01-15T13:57:55.955897+00:00,Navigated to https://www.benvetex.com.br/; Clicked on 'Serviços'; Clicked on 'Conheça nossos serviços'; Scrolled down 1600px; Scrolled down 1600px,Benvetex Textil Ltda,INDAIAL,Santa Catarina,-26.906256,-49.24014046
********* - Benedito Novo,https://old.beneditonovo.sc.gov.br,painel de madeira pinus,ERROR,Erro ao processar: OSError,unknown,unknown,0,0,0,Falha no processamento.,,0,0,0,2026-01-15T12:37:43.267015+00:00,,*********,BENEDITO NOVO,Santa Catarina,-26.77750757,-49.36440275
************** - Santa Cecilia,https://santacecilia.sc.gov.br,painel de madeira pinus,ERROR,Erro ao processar: OSError,unknown,unknown,0,0,0,Falha no processamento.,,0,0,0,2026-01-15T12:52:47.776581+00:00,,**************,SANTA CECILIA,Santa Catarina,-26.95690074,-50.42290162
Fabrica De Moveis Rorato - Araruna,https://www.ajrorato.ind.br/,painel de madeira pinus,FOUND,A empresa utiliza madeira de pinus em seus produtos.,yes,yes,1,100,100,"COZINHAS: Estrutura reforçada de madeira pinus de reflorestamento próprio tratada, garantindo durabilidade e resistência. LAVANDERIA: Armário com estrutura reforçada de madeira pinus de reflorestamento próprio e tanque em mármore sintético.",A empresa utiliza madeira de pinus de reflorestamento próprio tratada em suas estruturas de armários para cozinhas e lavanderias.,10,10,10,2026-01-26T12:26:53.444055+00:00,Navigated to https://www.ajrorato.ind.br/; Extracted information from 'COZINHAS' and 'LAVANDERIA' sections.,Fabrica De Moveis Rorato,ARARUNA,Paraíba,-6.531447021,-35.73598051
