nome_empresa,url_site,data_coleta,categoria_produto,nome_produto,material,relacionado_madeira,menciona_pinus,fonte_indicio,categoria_produto_norm,categoria_produto_grupo,material_norm,material_grupo
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Ferramentas,Enxadas,,no,no,Ferramentas,ferramentas,ferramentas,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Ferramentas,Machados,,no,no,Ferramentas,ferramentas,ferramentas,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Ferramentas,Pá,,no,no,Ferramentas,ferramentas,ferramentas,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Ferramentas,Martelos,,no,no,Ferramentas,ferramentas,ferramentas,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Ferramentas,Trenas,,no,no,Ferramentas,ferramentas,ferramentas,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Ferramentas,Chaves diversas,,no,no,Ferramentas,ferramentas,ferramentas,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Ferramentas,Serrotes,,no,no,Ferramentas,ferramentas,ferramentas,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Ferramentas,Parafusos,,no,no,Ferramentas,ferramentas,ferramentas,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Ferramentas,Buchas,,no,no,Ferramentas,ferramentas,ferramentas,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Eletrodomésticos em geral,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Churrasqueiras,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Linha camping,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Linha pesca,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Mangueiras,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Pulverizadores,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Cordas,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Lonas,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Tanques,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Balcões para banheiro,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Lixeiras,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Cubas,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Cilindros,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Moedores,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Estofados,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Colchões,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Cabeceiras,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Mesas,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Home,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Aparadores,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Escadas,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Equipamentos de ventilação,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Favaretto Materiais De Construcao - Coronel Freitas,https://construcaofavaretto.com.br,2026-01-15T13:16:27.139625+00:00,Mobiliário e utensílios,Equipamentos de condicionamento de ar,,no,no,Mobiliário e utensílios,mobiliario e utensilios,moveis,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,Embala Prático 25×33 3kG,,no,no,Embala Prático 25×33 3kG,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,Utilfilme PVC 28×15 Metros,,no,no,Utilfilme PVC 28×15 Metros,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,CORDA TR. PP MULTICORES 10mm X 30m,,no,no,CORDA TR. PP MULTICORES 10mm X 30m,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,CORDA TR. PP MULTICORES Ø 4mm x 10m,,no,no,CORDA TR. PP MULTICORES Ø 4mm x 10m,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,CORDA TR. PP MULTICORES Ø 5mm x 15m,,no,no,CORDA TR. PP MULTICORES Ø 5mm x 15m,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,CORDA TR. PP MULTICORES Ø 4mm x 15m,,no,no,CORDA TR. PP MULTICORES Ø 4mm x 15m,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,CORDA TR. PP MULTICORES Ø 5mm x 10m,,no,no,CORDA TR. PP MULTICORES Ø 5mm x 10m,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,CORDA TR. PP MULTICORES 12mm x 15m,,no,no,CORDA TR. PP MULTICORES 12mm x 15m,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,CORDA TR. PP MULTICORES 12mm x 15m,,no,no,CORDA TR. PP MULTICORES 12mm x 15m,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,CORDA TR. PP MULTICORES 12mm x 20m,,no,no,CORDA TR. PP MULTICORES 12mm x 20m,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,MEXEDOR DE CAFÉ CURTO,,no,no,MEXEDOR DE CAFÉ CURTO,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,CACHAÇA GABOARDI ALAMBIQUE 18,,no,no,CACHAÇA GABOARDI ALAMBIQUE 18,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,MEXEDOR DE CAFÉ LONGO,,no,no,MEXEDOR DE CAFÉ LONGO,nan,outros,,Não especificado
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,,MEXEDOR DE BEBIDAS,,no,no,MEXEDOR DE BEBIDAS,nan,outros,,Não especificado
Goede Comercial Ltda - Pomerode,www.goede.com.br,2026-01-15T13:02:29.821546+00:00,Revestimento,Catálogo Revestimento 3D,"PVC, Poliestireno",no,no,Downloads section,revestimento,outros,"pvc, poliestireno","Pvc, poliestireno"
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Console 2 portas,,no,no,Console 2 portas,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Oratório 3 portas,,no,no,Oratório 3 portas,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Balcão 3 partes + 3 gavetas,,no,no,Balcão 3 partes + 3 gavetas,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Biblioteca Copenhagen 2 portas,,no,no,Biblioteca Copenhagen 2 portas,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Armário 3 portas,,no,no,Armário 3 portas,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Armário 2 portas,,no,no,Armário 2 portas,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Cama King ÉDEN,,no,no,Cama King ÉDEN,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Cama Queen ÉDEN,,no,no,Cama Queen ÉDEN,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Sofá Cama Aurora,,no,no,Sofá Cama Aurora,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Mesa Cabeceira Aurora 1 gaveta,,no,no,Mesa Cabeceira Aurora 1 gaveta,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Plataforma Aurora King,,no,no,Plataforma Aurora King,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Cama Aurora Queen,,no,no,Cama Aurora Queen,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Estante Roma 4 prateleiras,,no,no,Estante Roma 4 prateleiras,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Cadeira Infantil,,no,no,Cadeira Infantil,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Mesa Infantil,,no,no,Mesa Infantil,nan,outros,,Não especificado
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Cama Aurora Solteiro,,no,no,Cama Aurora Solteiro,nan,outros,,Não especificado
Hahne Construtora,https://www.hahne.com.br/,2026-01-15T13:02:07.822939+00:00,Marcenaria,Móveis de MPF sob medida,MPF,no,no,Marcenaria,marcenaria,outros,mpf,Mpf
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Quadros vazados,Quadros vazados,,no,no,Quadros vazados,quadros vazados,outros,,Não especificado
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Acessórios,Acessórios,"Arame trançado 3 fios de Aço Inox, Bobina de Filme Stretch, Cantoneira de papelão para quadros, Carpet, Colas e Fitas, Foam Board Moldurarte, Fundos para porta retratos, Grampos Inmes, Massa de acabamento para moldura, Passepartout, Penduradores, Prateleira Multiuso, Tubex de Polietileno",no,no,Acessórios,acessorios,outros,"arame trancado 3 fios de aco inox, bobina de filme stretch, cantoneira de papelao para quadros, carpet, colas e fitas, foam board moldurarte, fundos para porta retratos, grampos inmes, massa de acabamento para moldura, passepartout, penduradores, prateleira multiuso, tubex de polietileno","Arame trancado 3 fios de aco inox, bobina de filme stretch, cantoneira de papelao para quadros, carpet, colas e fitas, foam board moldurarte, fundos para porta retratos, grampos inmes, massa de acabamento para moldura, passepartout, penduradores, prateleira multiuso, tubex de polietileno"
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Coleções,Coleções,,no,no,Coleções,colecoes,outros,,Não especificado
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Lançamentos,Lançamentos,,no,no,Lançamentos,lancamentos,outros,,Não especificado
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Promoções,Promoções,,no,no,Promoções,promocoes,outros,,Não especificado
Irani Papel E Embalagem S.A. - Rio Negrinho,https://irani.com.br,2026-01-15T13:32:54.588184+00:00,Embalagens,Chapas de Papelão Ondulado Sustentável,Papelão,no,no,Produtos e Serviços,embalagens,outros,papelao,Papelao
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Portas de MDF,Linha Stilum,,no,no,Portas de MDF,portas de mdf,portas,,Não especificado
Madeireira Brocardo Ltda - Curitibanos,https://www.brocardo.com.br/,2026-01-15T13:59:34.895393+00:00,Cabos plastificados decorados,Cabos plastificados decorados,,no,no,https://www.brocardo.com.br/produtos,cabos plastificados decorados,outros,,Não especificado
Madeireira Brocardo Ltda - Curitibanos,https://www.brocardo.com.br/,2026-01-15T13:59:34.895393+00:00,Etiquetas,Etiquetas,,no,no,https://www.brocardo.com.br/produtos,etiquetas,outros,,Não especificado
Madeireira Brocardo Ltda - Curitibanos,https://www.brocardo.com.br/,2026-01-15T13:59:34.895393+00:00,Cabos plastificados,Cabos plastificados,,no,no,https://www.brocardo.com.br/produtos,cabos plastificados,outros,,Não especificado
Madeireira Brocardo Ltda - Curitibanos,https://www.brocardo.com.br/,2026-01-15T13:59:34.895393+00:00,Acessórios plásticos,Acessórios plásticos,,no,no,https://www.brocardo.com.br/produtos,acessorios plasticos,outros,,Não especificado
Madeireira Brocardo Ltda - Curitibanos,https://www.brocardo.com.br/,2026-01-15T13:59:34.895393+00:00,Pinturas,Pinturas,,no,no,https://www.brocardo.com.br/produtos,pinturas,outros,,Não especificado
Madeireira Brocardo Ltda - Curitibanos,https://www.brocardo.com.br/,2026-01-15T13:59:34.895393+00:00,Roscas metálicas,Roscas metálicas,,no,no,https://www.brocardo.com.br/produtos,roscas metalicas,outros,,Não especificado
Madeireira Brocardo Ltda - Curitibanos,https://www.brocardo.com.br/,2026-01-15T13:59:34.895393+00:00,Redução de diâmetro (rebaixo),Redução de diâmetro (rebaixo),,no,no,https://www.brocardo.com.br/produtos,reducao de diametro (rebaixo),outros,,Não especificado
Madeireira Brocardo Ltda - Curitibanos,https://www.brocardo.com.br/,2026-01-15T13:59:34.895393+00:00,Vernizes,Vernizes,,no,no,https://www.brocardo.com.br/produtos,vernizes,outros,,Não especificado
Madeireira Brocardo Ltda - Curitibanos,https://www.brocardo.com.br/,2026-01-15T13:59:34.895393+00:00,Cones,Cones,,no,no,https://www.brocardo.com.br/produtos,cones,outros,,Não especificado
Madeireira Brocardo Ltda - Curitibanos,https://www.brocardo.com.br/,2026-01-15T13:59:34.895393+00:00,Furos,Furos,,no,no,https://www.brocardo.com.br/produtos,furos,outros,,Não especificado
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Barcode / Propak,Unknown,no,no,## Barcode / Propak,nan,outros,unknown,Não especificado
Manoel Marchetti S.A. - Ibirama,https://www.marchetti.ind.br,2026-01-15T12:56:10.335976+00:00,Acessórios para Portas,Acessórios para Portas,,no,no,Acessórios para Portas,acessorios para portas,portas,,Não especificado
Manoel Marchetti S.A. - Ibirama,https://www.marchetti.ind.br,2026-01-15T12:56:10.335976+00:00,Carretéis,Carretéis,,no,no,Carretéis,carreteis,outros,,Não especificado
Manoel Marchetti S.A. - Ibirama,https://www.marchetti.ind.br,2026-01-15T12:56:10.335976+00:00,Biomassa,Biomassa,,no,no,Biomassa,biomassa,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Porta | Branca Lisa,,no,no,#### Porta | Branca Lisa,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Porta | Branca Frisada,,no,no,#### Porta | Branca Frisada,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Porta | Branca Pivotante,,no,no,#### Porta | Branca Pivotante,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Porta De Correr | Branca,,no,no,#### Porta De Correr | Branca,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Porta | Cinza Lisa,,no,no,#### Porta | Cinza Lisa,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Porta | Preta Lisa,,no,no,#### Porta | Preta Lisa,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Acabamentos 25 mm | 250-BR Branco,,no,no,#### Acabamentos 25 mm | 250-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Acabamentos 25 mm | 250-IB Imbuia,,no,no,#### Acabamentos 25 mm | 250-IB Imbuia,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Acabamentos 25 mm | 250-PR Preto,,no,no,#### Acabamentos 25 mm | 250-PR Preto,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Acabamentos 25 mm | 250-TU Turim,,no,no,#### Acabamentos 25 mm | 250-TU Turim,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Acabamentos 50 mm | 501-ABR Branco,,no,no,#### Acabamentos 50 mm | 501-ABR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Acabamentos 50 mm | 501-ABR Imbuia,,no,no,#### Acabamentos 50 mm | 501-ABR Imbuia,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Acabamentos 50 mm | 501-ABR Preto,,no,no,#### Acabamentos 50 mm | 501-ABR Preto,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Acabamentos 50 mm | 501-ABR Turim,,no,no,#### Acabamentos 50 mm | 501-ABR Turim,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 500-BR Branco,,no,no,#### Rodapé | 500-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 501-BR Branco,,no,no,#### Rodapé | 501-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 502-BR Branco,,no,no,#### Rodapé | 502-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 503-BR Branco,,no,no,#### Rodapé | 503-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 700-BR Branco,,no,no,#### Rodapé | 700-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 701-BR Branco,,no,no,#### Rodapé | 701-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 701-PR Preto,,no,no,#### Rodapé | 701-PR Preto,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 702-BR Branco,,no,no,#### Rodapé | 702-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 702-CA Castanho,,no,no,#### Rodapé | 702-CA Castanho,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 702-CE Cedro,,no,no,#### Rodapé | 702-CE Cedro,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 702-CI Cinza,,no,no,#### Rodapé | 702-CI Cinza,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 702-DP Decape Provence,,no,no,#### Rodapé | 702-DP Decape Provence,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 702-IB Imbuia,,no,no,#### Rodapé | 702-IB Imbuia,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 702-NM Nogueira Malaga,,no,no,#### Rodapé | 702-NM Nogueira Malaga,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 702-PR Preto,,no,no,#### Rodapé | 702-PR Preto,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 702-TU Turim,,no,no,#### Rodapé | 702-TU Turim,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 703-BR Branco,,no,no,#### Rodapé | 703-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 802-BR Branco,,no,no,#### Rodapé | 802-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 803-BR Branco,,no,no,#### Rodapé | 803-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 804-BR Branco,,no,no,#### Rodapé | 804-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1000-BR Branco,,no,no,#### Rodapé | 1000-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1001-BR Branco,,no,no,#### Rodapé | 1001-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1001-PR Preto,,no,no,#### Rodapé | 1001-PR Preto,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1002-BR Branco,,no,no,#### Rodapé | 1002-BR Branco,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1002-CA Castanho,,no,no,#### Rodapé | 1002-CA Castanho,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1002-CE Cedro,,no,no,#### Rodapé | 1002-CE Cedro,nan,outros,,Não especificado
Moldufama - Armazem,https://www.moldufama.com.br/,2026-01-15T13:32:03.238511+00:00,,Rodapé | 1002-CI Cinza,,no,no,#### Rodapé | 1002-CI Cinza,nan,outros,,Não especificado
